"","Epoch","Phase","Recordcount","Readallfields","Requestdist","Operation","btree_height","adaptive_hash_hash_searches","adaptive_hash_non_hash_searches","background_log_sync","buffer_pool_dump_status","buffer_pool_load_status","buffer_pool_resize_status","buffer_pool_load_incomplete","buffer_pool_pages_data","buffer_pool_bytes_data","buffer_pool_pages_dirty","buffer_pool_bytes_dirty","buffer_pool_pages_flushed","buffer_pool_pages_free","buffer_pool_pages_made_not_young","buffer_pool_pages_made_young","buffer_pool_pages_misc","buffer_pool_pages_old","buffer_pool_pages_total","buffer_pool_pages_lru_flushed","buffer_pool_pages_lru_freed","buffer_pool_pages_split","buffer_pool_read_ahead_rnd","buffer_pool_read_ahead","buffer_pool_read_ahead_evicted","buffer_pool_read_requests","buffer_pool_reads","buffer_pool_wait_free","buffer_pool_write_requests","checkpoint_age","checkpoint_max_age","data_fsyncs","data_pending_fsyncs","data_pending_reads","data_pending_writes","data_read","data_reads","data_writes","data_written","dblwr_pages_written","dblwr_writes","deadlocks","history_list_length","ibuf_discarded_delete_marks","ibuf_discarded_deletes","ibuf_discarded_inserts","ibuf_free_list","ibuf_merged_delete_marks","ibuf_merged_deletes","ibuf_merged_inserts","ibuf_merges","ibuf_segment_size","ibuf_size","log_waits","log_write_requests","log_writes","lsn_current","lsn_flushed","lsn_last_checkpoint","master_thread_active_loops","master_thread_idle_loops","max_trx_id","mem_adaptive_hash","mem_dictionary","os_log_written","page_size","pages_created","pages_read","pages_written","row_lock_current_waits","row_lock_time","row_lock_time_avg","row_lock_time_max","row_lock_waits","num_open_files","truncated_status_writes","available_undo_logs","undo_truncations","page_compression_saved","num_pages_page_compressed","num_page_compressed_trim_op","num_pages_page_decompressed","num_pages_page_compression_error","num_pages_encrypted","num_pages_decrypted","have_lz4","have_lzo","have_lzma","have_bzip2","have_snappy","have_punch_hole","defragment_compression_failures","defragment_failures","defragment_count","instant_alter_column","onlineddl_rowlog_rows","onlineddl_rowlog_pct_used","onlineddl_pct_progress","encryption_rotation_pages_read_from_cache","encryption_rotation_pages_read_from_disk","encryption_rotation_pages_modified","encryption_rotation_pages_flushed","encryption_rotation_estimated_iops","encryption_n_merge_blocks_encrypted","encryption_n_merge_blocks_decrypted","encryption_n_rowlog_blocks_encrypted","encryption_n_rowlog_blocks_decrypted","encryption_n_temp_blocks_encrypted","encryption_n_temp_blocks_decrypted","encryption_num_key_requests","Readprop","Updateprop","Scanprop","Insertprop","Extendprop","Runtime.ms.","Throughput.ops.sec.","Operations","AverageLatency.us.","MinLatency.us.","MaxLatency.us.","X95thPercentileLatency.us.","X99thPercentileLatency.us.","Return.OK","X"
"30",4,"run",10000,"true","uniform","UPDATE",2,0,0,1325574,NA,"Buffer",NA,"OFF",246876,4044816384,8652,141754368,36939008,12708,152,597548,0,91111,259584,3622,15594523,1583548,0,0,1,4228096428,1633,0,472083544,62413477,80819529,26449606,0,0,0,26755072,1642,37016516,703057657856,5972429,77508,0,141,0,0,0,0,0,0,0,0,2,1,0,188748262,25670710,4375966106527,4375966106527,4375903693050,1085,1324498,259505962,0,26583824,477262596191,16384,34929611,1633,36939008,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,54257,1843.08015555596,50069,868.491921148815,348,33791,1541,1906,50069,NA
"31",4,"reference",10000,"true","uniform","READ",2,0,0,1325635,NA,"Buffer",NA,"OFF",258228,4230807552,6327,103661568,37003501,1356,152,624119,0,95302,259584,3622,15602004,1583548,0,0,1,4230175225,1636,0,472695292,52531061,80819529,26500659,0,0,0,26804224,1645,37081280,704608157696,6002575,77779,0,960,0,0,0,0,0,0,0,0,2,1,0,189045519,25720903,4376509245665,4376509245665,4376456714604,1085,1324559,259606220,0,26583824,477805735329,16384,34955738,1636,37003501,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,53949,1853.60247641291,49871,212.708327484911,30,5303,498,577,49871,NA
"32",4,"reference",10000,"true","uniform","UPDATE",2,0,0,1325635,NA,"Buffer",NA,"OFF",258228,4230807552,6327,103661568,37003501,1356,152,624119,0,95302,259584,3622,15602004,1583548,0,0,1,4230175225,1636,0,472695292,52531061,80819529,26500659,0,0,0,26804224,1645,37081280,704608157696,6002575,77779,0,960,0,0,0,0,0,0,0,0,2,1,0,189045519,25720903,4376509245665,4376509245665,4376456714604,1085,1324559,259606220,0,26583824,477805735329,16384,34955738,1636,37003501,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,53949,1853.60247641291,50129,855.156456342636,333,66879,1524,1987,50129,NA
"33",4,"clean-run",10000,"true","uniform","READ",2,0,0,1325719,NA,"Buffer",NA,"OFF",257945,4226170880,5967,97763328,37136626,1639,152,624132,0,95197,259584,3682,15669766,1588536,0,0,12,4233539747,1639,0,473760267,43408961,80819529,26552908,0,0,0,26853376,1648,37214713,707253665792,6030921,78087,0,99,0,0,0,0,0,0,0,0,2,1,0,189460278,25771514,4377269401105,4377269401105,4377225992144,1086,1324642,259707174,0,26583824,478565890769,16384,35035683,1639,37136626,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,56444,1771.66749344483,49752,216.431721337836,41,5243,504,583,49752,NA
"34",4,"clean-run",10000,"true","uniform","UPDATE",2,0,0,1325719,NA,"Buffer",NA,"OFF",257945,4226170880,5967,97763328,37136626,1639,152,624132,0,95197,259584,3682,15669766,1588536,0,0,12,4233539747,1639,0,473760267,43408961,80819529,26552908,0,0,0,26853376,1648,37214713,707253665792,6030921,78087,0,99,0,0,0,0,0,0,0,0,2,1,0,189460278,25771514,4377269401105,4377269401105,4377225992144,1086,1324642,259707174,0,26583824,478565890769,16384,35035683,1639,37136626,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,56444,1771.66749344483,50248,899.428952396115,339,111999,1564,1925,50248,NA
"35",4,"avg-run",10000,"true","uniform","READ",2,0,0,1325815,NA,"Buffer",NA,"OFF",230871,3782590464,5960,97648640,37238870,28713,152,624132,0,85243,259584,3683,15741516,1596444,0,0,12,4236590652,1640,0,474672409,30231029,80819529,26614384,0,0,0,26869760,1649,37317213,709357191168,6057066,78343,0,580,0,0,0,0,0,0,0,0,2,1,0,189854221,25831499,4377883261214,4377883261214,4377853030185,1086,1324738,259826904,0,26583824,479179750878,16384,35122437,1640,37238870,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,65858,1518.41841537854,50142,221.200829643812,31,7367,502,580,50142,NA
"36",4,"avg-run",10000,"true","uniform","UPDATE",2,0,0,1325815,NA,"Buffer",NA,"OFF",230871,3782590464,5960,97648640,37238870,28713,152,624132,0,85243,259584,3683,15741516,1596444,0,0,12,4236590652,1640,0,474672409,30231029,80819529,26614384,0,0,0,26869760,1649,37317213,709357191168,6057066,78343,0,580,0,0,0,0,0,0,0,0,2,1,0,189854221,25831499,4377883261214,4377883261214,4377853030185,1086,1324738,259826904,0,26583824,479179750878,16384,35122437,1640,37238870,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,65858,1518.41841537854,49858,1088.84626338802,277,499455,1582,1738,49858,NA
"37",5,"extend",10000,"true","uniform","EXTEND",2,0,0,1326310,NA,"Buffer",NA,"OFF",238194,3902570496,6633,108675072,37864422,21390,18783,694564,0,87907,259584,3683,15741516,1596444,0,0,12,4262824790,6530,0,481959432,56192383,80819529,27121424,0,0,0,106987520,6539,37945292,724363837440,6347456,80870,0,324,0,0,0,0,0,0,0,0,2,1,0,193021327,26332076,4383301424466,4383301424466,4383245232083,1086,1325233,260826904,0,26583824,484597914130,16384,35187149,6530,37864422,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,494184,1011.7688957959,500000,985.383086,401,121407,1820,2353,500000,NA
"38",5,"run",10000,"true","uniform","READ",2,0,0,1326373,NA,"Buffer",NA,"OFF",239385,3922083840,6786,111181824,37929744,20199,18783,694564,0,88358,259584,3683,15741516,1596445,0,0,12,4265586495,6530,0,482717720,59650749,80819529,27172213,0,0,0,106987520,6539,38010885,725931147264,6377797,81141,0,525,0,0,0,0,0,0,0,0,2,1,0,193340257,26382152,4383880187413,4383880187413,4383820536664,1086,1325296,260926920,0,26583824,485176677077,16384,35195347,6530,37929744,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,53366,1873.85226548739,49992,210.989338294127,39,4687,496,575,49992,NA
"39",5,"run",10000,"true","uniform","UPDATE",2,0,0,1326373,NA,"Buffer",NA,"OFF",239385,3922083840,6786,111181824,37929744,20199,18783,694564,0,88358,259584,3683,15741516,1596445,0,0,12,4265586495,6530,0,482717720,59650749,80819529,27172213,0,0,0,106987520,6539,38010885,725931147264,6377797,81141,0,525,0,0,0,0,0,0,0,0,2,1,0,193340257,26382152,4383880187413,4383880187413,4383820536664,1086,1325296,260926920,0,26583824,485176677077,16384,35195347,6530,37929744,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,53366,1873.85226548739,50008,846.70078787394,355,42367,1525,1874,50008,NA
"40",5,"reference",10000,"true","uniform","READ",2,0,0,1326435,NA,"Buffer",NA,"OFF",253669,4156112896,8170,133857280,37994832,5915,18783,740517,0,93619,259584,3683,15741516,1596446,0,0,12,4267955421,6535,0,483404962,63516369,80819529,27222938,0,0,0,107069440,6544,38076230,727471702016,6406741,81398,0,1111,0,0,0,0,0,0,0,0,2,1,0,193648969,26432120,4384425484808,4384425484808,4384361968439,1086,1325358,261026726,0,26583824,485721974472,16384,35217273,6535,37994832,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,53705,1862.02402010986,50097,208.189093159271,30,7443,491,574,50097,NA
"41",5,"reference",10000,"true","uniform","UPDATE",2,0,0,1326435,NA,"Buffer",NA,"OFF",253669,4156112896,8170,133857280,37994832,5915,18783,740517,0,93619,259584,3683,15741516,1596446,0,0,12,4267955421,6535,0,483404962,63516369,80819529,27222938,0,0,0,107069440,6544,38076230,727471702016,6406741,81398,0,1111,0,0,0,0,0,0,0,0,2,1,0,193648969,26432120,4384425484808,4384425484808,4384361968439,1086,1325358,261026726,0,26583824,485721974472,16384,35217273,6535,37994832,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,53705,1862.02402010986,49903,858.070356491594,365,71039,1532,1884,49903,NA
"42",5,"clean-run",10000,"true","uniform","READ",2,0,0,1326511,NA,"Buffer",NA,"OFF",258085,4228464640,6113,100155392,38136872,1499,18783,740530,0,95249,259584,3758,15805858,1601440,0,0,12,4271448365,6539,0,484505734,51944501,80819529,27274735,0,0,0,107134976,6548,38218632,730289389568,6436679,81760,0,1005,0,0,0,0,0,0,0,0,2,1,0,194067836,26482163,4385284099358,4385284099358,4385232154857,1087,1325433,261126526,0,26583824,486580589022,16384,35302243,6539,38136872,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,47939,2085.98427167859,50384,160.850686725945,40,1367,420,534,50384,NA
"43",5,"clean-run",10000,"true","uniform","UPDATE",2,0,0,1326511,NA,"Buffer",NA,"OFF",258085,4228464640,6113,100155392,38136872,1499,18783,740530,0,95249,259584,3758,15805858,1601440,0,0,12,4271448365,6539,0,484505734,51944501,80819529,27274735,0,0,0,107134976,6548,38218632,730289389568,6436679,81760,0,1005,0,0,0,0,0,0,0,0,2,1,0,194067836,26482163,4385284099358,4385284099358,4385232154857,1087,1325433,261126526,0,26583824,486580589022,16384,35302243,6539,38136872,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,47939,2085.98427167859,49616,794.347367784586,361,308223,1377,2037,49616,NA
"44",5,"avg-run",10000,"true","uniform","READ",2,0,0,1326606,NA,"Buffer",NA,"OFF",226237,3706667008,5471,89636864,38246323,33347,18783,740530,0,83532,259584,3760,15886852,1609347,0,0,12,4274706159,6542,0,485482388,28110784,80819529,27336299,0,0,0,107184128,6551,38328321,732464873472,6460009,81998,0,497,0,0,0,0,0,0,0,0,2,1,0,194478682,26542187,4385930016031,4385930016031,4385901905247,1087,1325528,261246334,0,26583824,487226505695,16384,35398606,6542,38246323,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,61789,1618.41104403696,50103,175.246232760513,32,5135,440,540,50103,NA
"45",5,"avg-run",10000,"true","uniform","UPDATE",2,0,0,1326606,NA,"Buffer",NA,"OFF",226237,3706667008,5471,89636864,38246323,33347,18783,740530,0,83532,259584,3760,15886852,1609347,0,0,12,4274706159,6542,0,485482388,28110784,80819529,27336299,0,0,0,107184128,6551,38328321,732464873472,6460009,81998,0,497,0,0,0,0,0,0,0,0,2,1,0,194478682,26542187,4385930016031,4385930016031,4385901905247,1087,1325528,261246334,0,26583824,487226505695,16384,35398606,6542,38246323,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,61789,1618.41104403696,49897,1053.74040523478,281,387583,1468,1693,49897,NA
"46",6,"extend",10000,"true","uniform","EXTEND",2,0,0,1327078,NA,"Buffer",NA,"OFF",257836,4224385024,7130,116817920,38903082,1748,116557,816920,0,95192,259584,3802,15903316,1609499,0,0,12,4302258277,48851,0,493173248,51428396,80819529,27843337,0,0,0,800374784,48860,38987592,747956191232,6748772,84510,0,917,0,0,0,0,0,0,0,0,2,1,0,197710959,27042722,4391397155659,4391397155659,4391345727263,1087,1326000,262246334,0,26583824,492693645323,16384,35467733,48851,38903082,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,471825,1059.71493668203,500000,940.91918,382,243327,1658,4215,500000,NA
"47",6,"run",10000,"true","uniform","READ",2,0,0,1327140,NA,"Buffer",NA,"OFF",257813,4224008192,7290,119439360,38970852,1771,116557,816920,0,95188,259584,3802,15904097,1609531,0,0,12,4305202251,48851,0,493980113,54814521,80819529,27894244,0,0,0,800374784,48860,39055608,749524860928,6776747,84756,0,665,0,0,0,0,0,0,0,0,2,1,0,198040964,27092997,4391933205203,4391933205203,4391878390682,1087,1326062,262346768,0,26583824,493229694867,16384,35475708,48851,38970852,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,50455,1981.96412644931,49783,174.98718438021,45,6427,443,545,49783,NA
"48",6,"run",10000,"true","uniform","UPDATE",2,0,0,1327140,NA,"Buffer",NA,"OFF",257813,4224008192,7290,119439360,38970852,1771,116557,816920,0,95188,259584,3802,15904097,1609531,0,0,12,4305202251,48851,0,493980113,54814521,80819529,27894244,0,0,0,800374784,48860,39055608,749524860928,6776747,84756,0,665,0,0,0,0,0,0,0,0,2,1,0,198040964,27092997,4391933205203,4391933205203,4391878390682,1087,1326062,262346768,0,26583824,493229694867,16384,35475708,48851,38970852,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,50455,1981.96412644931,50217,822.795009658084,373,49599,1448,1837,50217,NA
"49",6,"reference",10000,"true","uniform","READ",2,0,0,1327233,NA,"Buffer",NA,"OFF",258051,4227907584,8377,137248768,39040494,1533,161414,877210,0,95237,259584,3856,15953598,1609600,0,0,12,4307820964,88173,0,494740669,62636000,80819529,27945102,0,0,0,1444626432,88182,39125551,751172911104,6807694,85057,0,888,0,0,0,0,0,0,0,0,2,1,0,198358810,27142959,4392490906114,4392490906114,4392428270114,1087,1326155,262446496,0,26583824,493787395778,16384,35495433,88173,39040494,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,80215,1246.64962912174,50136,400.793900590394,35,93887,2569,4219,50136,NA
"50",6,"reference",10000,"true","uniform","UPDATE",2,0,0,1327233,NA,"Buffer",NA,"OFF",258051,4227907584,8377,137248768,39040494,1533,161414,877210,0,95237,259584,3856,15953598,1609600,0,0,12,4307820964,88173,0,494740669,62636000,80819529,27945102,0,0,0,1444626432,88182,39125551,751172911104,6807694,85057,0,888,0,0,0,0,0,0,0,0,2,1,0,198358810,27142959,4392490906114,4392490906114,4392428270114,1087,1326155,262446496,0,26583824,493787395778,16384,35495433,88173,39040494,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,80215,1246.64962912174,49864,1196.66968153377,369,239359,3483,5419,49864,NA
"51",6,"clean-run",10000,"true","uniform","READ",2,0,0,1327319,NA,"Buffer",NA,"OFF",257810,4223959040,6215,101826560,39194031,1774,161415,877222,0,95183,259584,3936,16028663,1614597,0,0,19,4311561804,88178,0,495926632,46624900,80819529,27997455,0,0,0,1444708352,88187,39279445,754162974720,6836657,85414,0,668,0,0,0,0,0,0,0,0,2,1,0,198797204,27193466,4393364433014,4393364433014,4393317808114,1088,1326240,262547180,0,26583824,494660922678,16384,35588378,88178,39194031,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,51763,1931.88184610629,49996,179.196695735659,46,4771,438,544,49996,NA
"52",6,"clean-run",10000,"true","uniform","UPDATE",2,0,0,1327319,NA,"Buffer",NA,"OFF",257810,4223959040,6215,101826560,39194031,1774,161415,877222,0,95183,259584,3936,16028663,1614597,0,0,19,4311561804,88178,0,495926632,46624900,80819529,27997455,0,0,0,1444708352,88187,39279445,754162974720,6836657,85414,0,668,0,0,0,0,0,0,0,0,2,1,0,198797204,27193466,4393364433014,4393364433014,4393317808114,1088,1326240,262547180,0,26583824,494660922678,16384,35588378,88178,39194031,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,51763,1931.88184610629,50004,847.450243980482,378,267775,1436,1894,50004,NA
"53",6,"avg-run",10000,"true","uniform","READ",2,0,0,1327413,NA,"Buffer",NA,"OFF",227997,3735502848,6849,112214016,39309503,31587,161415,877231,0,84182,259584,3939,16110883,1622448,0,0,19,4314846036,88181,0,496901366,36761924,80819529,28059560,0,0,0,1444757504,88190,39395190,756513275904,6864636,85687,0,718,0,0,0,0,0,0,0,0,2,1,0,199208983,27253957,4394093224359,4394093224359,4394056462435,1088,1326334,262667912,0,26583824,495389714023,16384,35684456,88181,39309503,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,59119,1691.50357753007,49642,172.094033278272,33,4803,439,542,49642,NA
"54",6,"avg-run",10000,"true","uniform","UPDATE",2,0,0,1327413,NA,"Buffer",NA,"OFF",227997,3735502848,6849,112214016,39309503,31587,161415,877231,0,84182,259584,3939,16110883,1622448,0,0,19,4314846036,88181,0,496901366,36761924,80819529,28059560,0,0,0,1444757504,88190,39395190,756513275904,6864636,85687,0,718,0,0,0,0,0,0,0,0,2,1,0,199208983,27253957,4394093224359,4394093224359,4394056462435,1088,1326334,262667912,0,26583824,495389714023,16384,35684456,88181,39309503,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,59119,1691.50357753007,50358,996.19385201954,292,424959,1453,1708,50358,NA
"55",7,"extend",10000,"true","uniform","EXTEND",2,0,0,1327899,NA,"Buffer",NA,"OFF",225454,3693838336,6467,105955328,39985249,34130,164625,962461,0,83243,259584,3939,16110883,1622454,0,0,19,4343185948,88209,0,504808555,48140883,80819529,28566652,0,0,0,1445216256,88218,40073483,772359077888,7156044,88234,0,334,0,0,0,0,0,0,0,0,2,1,0,202483563,27754518,4399675592218,4399675592218,4399627451335,1088,1326820,263667912,0,26583824,500972081882,16384,35745846,88209,39985249,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,484872,1031.19998680064,500000,966.61627,450,67775,1615,2211,500000,NA
"56",7,"run",10000,"true","uniform","READ",2,0,0,1327963,NA,"Buffer",NA,"OFF",225608,3696361472,7707,126271488,40053111,33976,164625,962461,0,83261,259584,3939,16110883,1622454,0,0,19,4346126686,88209,0,505609073,57036017,80819529,28617201,0,0,0,1445216256,88218,40141605,773959122944,7185842,88494,0,309,0,0,0,0,0,0,0,0,2,1,0,202809948,27804411,4400286663820,4400286663820,4400229627803,1088,1326884,263767586,0,26583824,501583153484,16384,35753926,88209,40053111,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,52663,1898.86637677307,50163,192.886071407212,48,7343,455,551,50163,NA
"57",7,"run",10000,"true","uniform","UPDATE",2,0,0,1327963,NA,"Buffer",NA,"OFF",225608,3696361472,7707,126271488,40053111,33976,164625,962461,0,83261,259584,3939,16110883,1622454,0,0,19,4346126686,88209,0,505609073,57036017,80819529,28617201,0,0,0,1445216256,88218,40141605,773959122944,7185842,88494,0,309,0,0,0,0,0,0,0,0,2,1,0,202809948,27804411,4400286663820,4400286663820,4400229627803,1088,1326884,263767586,0,26583824,501583153484,16384,35753926,88209,40053111,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,52663,1898.86637677307,49837,853.123843730562,384,43359,1452,2271,49837,NA
"58",7,"reference",10000,"true","uniform","READ",2,0,0,1328073,NA,"Buffer",NA,"OFF",258320,4232314880,6669,109264896,40124842,1264,237982,1027082,0,95375,259584,4067,16154626,1622701,0,0,19,4348905788,157402,0,506418627,47321950,80819529,28667972,0,0,0,2578874368,157411,40213652,775641022464,7216766,88810,0,481,0,0,0,0,0,0,0,0,2,1,0,203132773,27854295,4400861843367,4400861843367,4400814521417,1088,1326994,263867188,0,26583824,502158333031,16384,35771770,157402,40124842,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,97414,1026.54649229064,50199,597.605350704197,41,143743,4427,5403,50199,NA
"59",7,"reference",10000,"true","uniform","UPDATE",2,0,0,1328073,NA,"Buffer",NA,"OFF",258320,4232314880,6669,109264896,40124842,1264,237982,1027082,0,95375,259584,4067,16154626,1622701,0,0,19,4348905788,157402,0,506418627,47321950,80819529,28667972,0,0,0,2578874368,157411,40213652,775641022464,7216766,88810,0,481,0,0,0,0,0,0,0,0,2,1,0,203132773,27854295,4400861843367,4400861843367,4400814521417,1088,1326994,263867188,0,26583824,502158333031,16384,35771770,157402,40124842,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,97414,1026.54649229064,49801,1344.17455472782,376,193791,5267,6419,49801,NA
"60",7,"clean-run",10000,"true","uniform","READ",2,0,0,1328161,NA,"Buffer",NA,"OFF",257684,4221894656,5931,97173504,40280699,1900,237983,1038828,0,95140,259584,4180,16234063,1627700,0,0,19,4352676706,157406,0,507618207,48859652,80819529,28720547,0,0,0,2578939904,157415,40369916,778709925888,7248220,89217,0,180,0,0,0,0,0,0,0,0,2,1,0,203572337,27904921,4401871267210,4401871267210,4401822407558,1089,1327081,263968076,0,26583824,503167756874,16384,35866338,157406,40280699,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,55476,1802.58129641647,49949,187.995295201105,49,4747,456,559,49949,NA
"61",7,"clean-run",10000,"true","uniform","UPDATE",2,0,0,1328161,NA,"Buffer",NA,"OFF",257684,4221894656,5931,97173504,40280699,1900,237983,1038828,0,95140,259584,4180,16234063,1627700,0,0,19,4352676706,157406,0,507618207,48859652,80819529,28720547,0,0,0,2578939904,157415,40369916,778709925888,7248220,89217,0,180,0,0,0,0,0,0,0,0,2,1,0,203572337,27904921,4401871267210,4401871267210,4401822407558,1089,1327081,263968076,0,26583824,503167756874,16384,35866338,157406,40280699,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,55476,1802.58129641647,50051,911.712812930811,390,571903,1405,2657,50051,NA
